JX-GT3-60
1.0000000 0.0001535
0.9846243 0.0019333
0.9635073 0.0043625
0.9347297 0.0076415
0.9062857 0.0108424
0.8787436 0.0138985
0.8520735 0.0168125
0.8262448 0.0195868
0.8012261 0.0222245
0.7769856 0.0247288
0.7534910 0.0271029
0.7307099 0.0293504
0.7086100 0.0314750
0.6871589 0.0334802
0.6663247 0.0353698
0.6460758 0.0371475
0.6263811 0.0388169
0.6072103 0.0403817
0.5885337 0.0418454
0.5703227 0.0432113
0.5525497 0.0444828
0.5351879 0.0456630
0.5182120 0.0467549
0.5015977 0.0477611
0.4853223 0.0486842
0.4693642 0.0495267
0.4537034 0.0502906
0.4383214 0.0509778
0.4232012 0.0515900
0.4083274 0.0521287
0.3936863 0.0525950
0.3792655 0.0529898
0.3650546 0.0533139
0.3510446 0.0535678
0.3372283 0.0537518
0.3236001 0.0538659
0.3101559 0.0539100
0.2968933 0.0538838
0.2838116 0.0537868
0.2709113 0.0536184
0.2581946 0.0533778
0.2456652 0.0530642
0.2333279 0.0526766
0.2211891 0.0522141
0.2092562 0.0516756
0.1975380 0.0510600
0.1860440 0.0503665
0.1747851 0.0495942
0.1637727 0.0487422
0.1530191 0.0478100
0.1425372 0.0467970
0.1323406 0.0457032
0.1224429 0.0445286
0.1128584 0.0432737
0.1036010 0.0419393
0.0946849 0.0405265
0.0861240 0.0390372
0.0779317 0.0374737
0.0701210 0.0358389
0.0627039 0.0341363
0.0556916 0.0323703
0.0490943 0.0305459
0.0429207 0.0286691
0.0371779 0.0267468
0.0318713 0.0247870
0.0270043 0.0227986
0.0225781 0.0207918
0.0185912 0.0187780
0.0150398 0.0167698
0.0119166 0.0147814
0.0092114 0.0128284
0.0069105 0.0109279
0.0049962 0.0090987
0.0034468 0.0073614
0.0022362 0.0057384
0.0013338 0.0042540
0.0007038 0.0029347
0.0003052 0.0018089
0.0000958 0.0009325
0.0000159 0.0003432
0.0000000 0.0000000
0.0002421 -0.0011898
0.0010506 -0.0024921
0.0025637 -0.0039076
0.0047754 -0.0053414
0.0076075 -0.0067373
0.0110215 -0.0080877
0.0149802 -0.0093861
0.0194473 -0.0106272
0.0243878 -0.0118069
0.0297678 -0.0129218
0.0355546 -0.0139697
0.0417171 -0.0149489
0.0482253 -0.0158588
0.0550507 -0.0166992
0.0621663 -0.0174705
0.0695466 -0.0181738
0.0771675 -0.0188105
0.0850065 -0.0193824
0.0930427 -0.0198918
0.1012569 -0.0203411
0.1096314 -0.0207330
0.1181502 -0.0210703
0.1267989 -0.0213561
0.1355647 -0.0215935
0.1444366 -0.0217855
0.1534053 -0.0219353
0.1624629 -0.0220459
0.1716035 -0.0221204
0.1808226 -0.0221616
0.1901174 -0.0221724
0.1994868 -0.0221553
0.2089311 -0.0221128
0.2184525 -0.0220472
0.2280544 -0.0219603
0.2377420 -0.0218541
0.2475218 -0.0217301
0.2574018 -0.0215895
0.2673914 -0.0214335
0.2775015 -0.0212628
0.2877441 -0.0210779
0.2981325 -0.0208792
0.3086813 -0.0206666
0.3194062 -0.0204399
0.3303239 -0.0201987
0.3414524 -0.0199424
0.3528103 -0.0196701
0.3644172 -0.0193808
0.3762936 -0.0190733
0.3884606 -0.0187464
0.4009400 -0.0183985
0.4137540 -0.0180284
0.4269255 -0.0176344
0.4404774 -0.0172151
0.4544334 -0.0167690
0.4688168 -0.0162949
0.4836512 -0.0157915
0.4989602 -0.0152578
0.5147672 -0.0146930
0.5310953 -0.0140966
0.5479670 -0.0134684
0.5654046 -0.0128088
0.5834296 -0.0121185
0.6020626 -0.0113987
0.6213236 -0.0106513
0.6412311 -0.0098790
0.6618027 -0.0090849
0.6830546 -0.0082734
0.7050016 -0.0074493
0.7276567 -0.0066189
0.7510311 -0.0057892
0.7751342 -0.0049685
0.7999731 -0.0041665
0.8255528 -0.0033940
0.8518757 -0.0026634
0.8789415 -0.0019887
0.9067474 -0.0013855
0.9352874 -0.0008712
0.9639600 -0.0004718
0.9848603 -0.0002611
1.0000000 -0.0001535
