JX-GS3-100
1.0000000 0.0001467
0.9902054 0.0013570
0.9767692 0.0030098
0.9584533 0.0052475
0.9402933 0.0074467
0.9225994 0.0095686
0.9053068 0.0116202
0.8883553 0.0136076
0.8716893 0.0155364
0.8552572 0.0174115
0.8390119 0.0192369
0.8229103 0.0210164
0.8069133 0.0227529
0.7909854 0.0244487
0.7750953 0.0261057
0.7592149 0.0277253
0.7433198 0.0293083
0.7273889 0.0308551
0.7114044 0.0323656
0.6953516 0.0338394
0.6792188 0.0352756
0.6629972 0.0366731
0.6466807 0.0380302
0.6302660 0.0393452
0.6137522 0.0406160
0.5971409 0.0418402
0.5804359 0.0430152
0.5636433 0.0441384
0.5467711 0.0452067
0.5298293 0.0462171
0.5128297 0.0471665
0.4957858 0.0480515
0.4787128 0.0488689
0.4616270 0.0496153
0.4445463 0.0502874
0.4274898 0.0508819
0.4104777 0.0513954
0.3935309 0.0518249
0.3766716 0.0521671
0.3599223 0.0524191
0.3433064 0.0525783
0.3268476 0.0526418
0.3105701 0.0526075
0.2944983 0.0524730
0.2786567 0.0522365
0.2630698 0.0518965
0.2477621 0.0514517
0.2327577 0.0509011
0.2180805 0.0502442
0.2037538 0.0494808
0.1898004 0.0486114
0.1762424 0.0476365
0.1631009 0.0465575
0.1503962 0.0453761
0.1381476 0.0440946
0.1263730 0.0427158
0.1150891 0.0412432
0.1043112 0.0396809
0.0940529 0.0380336
0.0843263 0.0363066
0.0751417 0.0345060
0.0665072 0.0326388
0.0584293 0.0307123
0.0509119 0.0287351
0.0439571 0.0267162
0.0375642 0.0246657
0.0317302 0.0225945
0.0264494 0.0205143
0.0217133 0.0184377
0.0175106 0.0163784
0.0138270 0.0143510
0.0106451 0.0123712
0.0079442 0.0104554
0.0057002 0.0086214
0.0038857 0.0068880
0.0024695 0.0052749
0.0014169 0.0038033
0.0006892 0.0024953
0.0002541 0.0014068
0.0000526 0.0005881
0.0000000 0.0000000
0.0001817 -0.0009943
0.0007989 -0.0020842
0.0019779 -0.0032752
0.0037400 -0.0044930
0.0060482 -0.0056942
0.0088955 -0.0068751
0.0122746 -0.0080324
0.0161776 -0.0091629
0.0205968 -0.0102637
0.0255239 -0.0113322
0.0309504 -0.0123657
0.0368677 -0.0133622
0.0432668 -0.0143195
0.0501385 -0.0152359
0.0574735 -0.0161095
0.0652622 -0.0169390
0.0734948 -0.0177231
0.0821614 -0.0184608
0.0912518 -0.0191510
0.1007557 -0.0197930
0.1106626 -0.0203863
0.1209620 -0.0209304
0.1316430 -0.0214250
0.1426949 -0.0218700
0.1541066 -0.0222654
0.1658670 -0.0226114
0.1779649 -0.0229081
0.1903890 -0.0231561
0.2031280 -0.0233559
0.2161704 -0.0235079
0.2295047 -0.0236131
0.2431193 -0.0236722
0.2570027 -0.0236862
0.2711432 -0.0236561
0.2855292 -0.0235829
0.3001490 -0.0234680
0.3149910 -0.0233125
0.3300434 -0.0231177
0.3452947 -0.0228852
0.3607333 -0.0226163
0.3763475 -0.0223125
0.3921258 -0.0219753
0.4080568 -0.0216065
0.4241291 -0.0212075
0.4403312 -0.0207801
0.4566520 -0.0203259
0.4730803 -0.0198466
0.4896050 -0.0193440
0.5062152 -0.0188196
0.5229000 -0.0182753
0.5396489 -0.0177128
0.5564511 -0.0171338
0.5732964 -0.0165399
0.5901746 -0.0159328
0.6070754 -0.0153141
0.6239891 -0.0146855
0.6409060 -0.0140486
0.6578166 -0.0134048
0.6747116 -0.0127556
0.6915819 -0.0121025
0.7084187 -0.0114468
0.7252134 -0.0107898
0.7419577 -0.0101328
0.7586435 -0.0094768
0.7752629 -0.0088230
0.7918084 -0.0081723
0.8082728 -0.0075257
0.8246490 -0.0068838
0.8409305 -0.0062474
0.8571109 -0.0056171
0.8731842 -0.0049933
0.8891447 -0.0043763
0.9049870 -0.0037664
0.9207063 -0.0031636
0.9362978 -0.0025678
0.9517574 -0.0019789
0.9670812 -0.0013965
0.9819633 -0.0008316
0.9925099 -0.0004312
1.0000000 -0.0001467
